Solutions,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID,wordcount,DSI,promptCosDis,peerCosDis,gemini-2.5-flash-0s
"Becky should confront Jim first, asking him why he took the pizzas. After the discussion, she should suggest that Jim tell the manager what he did and pay for the pizzas. If Jim refuses to tell the manager, Becky should then notify the manager of Jim's acions.
Becky should confront Jim first, asking him why he took the pizzas. After the discussion, she should suggest that Jim tell the manager what he did and pay for the pizzas. If Jim refuses to tell the manager, Becky should then notify the manager of Jim's acions.",-0.353709927,-0.225431627,RLPS1,Becky,training,147,96,0.7956377863883972,0.07931548357009888,0.06998348236083984,1
"talk to jim directly about the problem instead of involving the manager that way jim wont lose his job, and becky wont have to go behind jims back causing problems in the friendship.  if becky just explains the position he has put her in hopefully he willtry and fix his behavior problems.
talk to jim directly about the problem instead of involving the manager that way jim wont lose his job, and becky wont have to go behind jims back causing problems in the friendship.  if becky just explains the position he has put her in hopefully he willtry and fix his behavior problems.",0.107464015,-0.743086137,RLPS1,Becky,training,272,104,0.8193008899688721,0.1002877950668335,0.066200852394104,1
"Becky should talk to Jim about what he is doing and tell him it is unacceptable. If Jim doesn't stop, then she should talk to Mark about it. Let Mark decide the final action.
Becky should talk to Jim about what he is doing and tell him it is unacceptable. If Jim doesn't stop, then she should talk to Mark about it. Let Mark decide the final action.",-1.872457793,-0.484258882,RLPS1,Becky,training,242,70,0.79033362865448,0.09175610542297363,0.0650288462638855,0
"Becky should first confront mark and let him know that she knows what's been going on. she should tell him it's wrong to steal and that he should stop. If he does not stop stealing, Becky should tell the manager and then the matter will deal with the issu.
Becky should first confront mark and let him know that she knows what's been going on. she should tell him it's wrong to steal and that he should stop. If he does not stop stealing, Becky should tell the manager and then the matter will deal with the issu.",-1.872457793,-0.484258882,RLPS1,Becky,training,298,102,0.7971091866493225,0.08030474185943604,0.06685632467269897,0
"Becky should tell Mark about Jim. Mark has given Becky the benefit of the doubt by giving her a job and working around her schedule. Jim is disrespecting Mark by making pizza's and taking them home. That is stealing from the company. Even though Jim is Beky's roomate, Becky should inform Mark of the current situation.
Becky should tell Mark about Jim. Mark has given Becky the benefit of the doubt by giving her a job and working around her schedule. Jim is disrespecting Mark by making pizza's and taking them home. That is stealing from the company. Even though Jim is Beky's roomate, Becky should inform Mark of the current situation.",0.107464015,-0.743086137,RLPS1,Becky,training,203,116,0.8185777068138123,0.07545387744903564,0.061689794063568115,0
"becky should tell the manager the truth, if jim is unable to find another job then becky should find a new roommate. sooner or later the manager will suspect becky since she has had record of shoplifting in the past.
becky should tell the manager the truth, if jim is unable to find another job then becky should find a new roommate. sooner or later the manager will suspect becky since she has had record of shoplifting in the past.",-0.123122956,0.313362334,RLPS1,Becky,training,59,80,0.8053560256958008,0.0814775824546814,0.06404340267181396,1
"Morally the right thing for Becky to do would be to tell her boss. However, to be a good friend would to be not to tell on Jim. The only creative solution to this problem would to be to try and talk to Jim one on one. Give Jim the decision of whether or nt he wants Becky to inform their boss of what he has been doing. As a friend he should understand where Becky is coming from and want to take the strain off her.
Morally the right thing for Becky to do would be to tell her boss. However, to be a good friend would to be not to tell on Jim. The only creative solution to this problem would to be to try and talk to Jim one on one. Give Jim the decision of whether or nt he wants Becky to inform their boss of what he has been doing. As a friend he should understand where Becky is coming from and want to take the strain off her.",-0.123122956,-1.023052843,RLPS1,Becky,training,327,174,0.7974250912666321,0.10388439893722534,0.06090736389160156,2
"Becky could pay for the pizzas herself - or at least half of them. That would help take some of the guilt away. She could also spend some of her free time trying to find a new job for Jim - one that he would like more. She could also just move to Italy an start a new life.
Becky could pay for the pizzas herself - or at least half of them. That would help take some of the guilt away. She could also spend some of her free time trying to find a new job for Jim - one that he would like more. She could also just move to Italy an start a new life.",-0.353709927,2.34903445,RLPS1,Becky,training,230,114,0.7871342897415161,0.10002714395523071,0.07765352725982666,3
"Becky needs to talk to Jim and discuss his problems at work. While emphasizing how she doesn't want to, she will tell Mark about Jim's work-related problems if Jim does not cease. If Jim ignores her and continues, Becky should put an ad in the newspaper loking for a roommate because she will have to tell Mark about Jim's issues, otherwise it may look like she is the one that is stealing.
Becky needs to talk to Jim and discuss his problems at work. While emphasizing how she doesn't want to, she will tell Mark about Jim's work-related problems if Jim does not cease. If Jim ignores her and continues, Becky should put an ad in the newspaper loking for a roommate because she will have to tell Mark about Jim's issues, otherwise it may look like she is the one that is stealing.",1.165037939,0.460172229,RLPS1,Becky,training,123,152,0.810177206993103,0.0789177417755127,0.05726081132888794,2
"Becky should trap JIm with his rudeness in front of their boss. This way she 's not pointing blame and Mark see's it with his own eyes.
Becky should trap JIm with his rudeness in front of their boss. This way she 's not pointing blame and Mark see's it with his own eyes.",-1.411283851,1.11098355,RLPS1,Becky,training,140,56,0.7973380088806152,0.09907323122024536,0.07704728841781616,2
"I would advise Becky to write an anonymous letter to Mark regarding Jim's behavior. In doing so, Mark will not have proof of all the accusations, but will have the heads up to watch him closely and give him a warning about the threat to his job. This willhopefully allow Jim to see the seriousness of it yet not lose his job so Becky gets the benefit.
I would advise Becky to write an anonymous letter to Mark regarding Jim's behavior. In doing so, Mark will not have proof of all the accusations, but will have the heads up to watch him closely and give him a warning about the threat to his job. This willhopefully allow Jim to see the seriousness of it yet not lose his job so Becky gets the benefit.",1.39562491,0.460172229,RLPS1,Becky,training,98,136,0.8056241869926453,0.10219442844390869,0.06451094150543213,2
"Becky is very lucky to be able to be working for Mark because her past history of shoplifting. The right thing for her to do would be to talk to Mark. He is going to find out that the pizzas were stolen when he sees that there is no money made with lots o ingreidents gone. Mark may assume it was Becky because of her past. So she should talk to Mark and tell him what is going on.
Becky is very lucky to be able to be working for Mark because her past history of shoplifting. The right thing for her to do would be to talk to Mark. He is going to find out that the pizzas were stolen when he sees that there is no money made with lots o ingreidents gone. Mark may assume it was Becky because of her past. So she should talk to Mark and tell him what is going on.",0.107464015,-0.743086137,RLPS1,Becky,training,5,158,0.8037655353546143,0.08024775981903076,0.05721086263656616,0
"Becky should talk to jim privately and try to convince him that he should change his work attitude.  She should explain that him losing his job would affect both of them as they would not be able to afford their monthly rent if he lost his job.
Becky should talk to jim privately and try to convince him that he should change his work attitude.  She should explain that him losing his job would affect both of them as they would not be able to afford their monthly rent if he lost his job.",0.107464015,-0.743086137,RLPS1,Becky,training,254,94,0.7800577282905579,0.10437965393066406,0.0664452314376831,0
"If I were Becky I would write a not to Mark explaining the problems with Jim. In the letter I would state the fact that I do not want Jim to know that I was writing the letter. Then I would leave the letter on Mark's desk and let him handle the problem.
If I were Becky I would write a not to Mark explaining the problems with Jim. In the letter I would state the fact that I do not want Jim to know that I was writing the letter. Then I would leave the letter on Mark's desk and let him handle the problem.",-1.411283851,0.460172229,RLPS1,Becky,training,80,108,0.7866166830062866,0.10120284557342529,0.07233011722564697,1
"Becky should first discuss this with Jim, and tell him that he needs to either pay for the pizzas or he needs to go to the boss, and admit what he has done.  He will get caught in the end because eventually the ingredients will be missed.  The boss may unerstand, and perhaps will allow him to work off the pizzas somehow.  Maybe he could help out cleaning up around the restaurant.  If Jim will not tell his boss Becky should tell him.  She wouldn't necessarily have to come right out and tell on her coworker she could come up with a way for the boss to catch him at it.  If he does it once Jim will more than likely do it again.  She could tell the boss to check on the inventory.  She could have other people who might have been at the party come tell her boss bout it.  If all of that fails, she should just tell Mark about Jim stealing the pizzas.
Becky should first discuss this with Jim, and tell him that he needs to either pay for the pizzas or he needs to go to the boss, and admit what he has done.  He will get caught in the end because eventually the ingredients will be missed.  The boss may unerstand, and perhaps will allow him to work off the pizzas somehow.  Maybe he could help out cleaning up around the restaurant.  If Jim will not tell his boss Becky should tell him.  She wouldn't necessarily have to come right out and tell on her coworker she could come up with a way for the boss to catch him at it.  If he does it once Jim will more than likely do it again.  She could tell the boss to check on the inventory.  She could have other people who might have been at the party come tell her boss bout it.  If all of that fails, she should just tell Mark about Jim stealing the pizzas.",0.934450968,2.34903445,RLPS1,Becky,training,189,336,0.814697265625,0.08332735300064087,0.058483242988586426,1
"I would tell Jim to stop stealing from the company because if he gets caught then we would be out rent money. if the behavior didnt stop then i would go to mark and explain the situation with him and see if having a conversation with Jim would curve the bhavior. if not i would start looking for  a new roommate with whom i didnt work with.
I would tell Jim to stop stealing from the company because if he gets caught then we would be out rent money. if the behavior didnt stop then i would go to mark and explain the situation with him and see if having a conversation with Jim would curve the bhavior. if not i would start looking for  a new roommate with whom i didnt work with.",0.934450968,0.460172229,RLPS1,Becky,training,112,134,0.8118739128112793,0.10018026828765869,0.07044905424118042,1
"Becky should talk to Jim and tell him how she feels about the situation. If Jim continues to steal then I think Becky has no other choice other than to tell Mark
Becky should talk to Jim and tell him how she feels about the situation. If Jim continues to steal then I think Becky has no other choice other than to tell Mark",-0.353709927,-0.484258882,RLPS1,Becky,training,290,64,0.7918370962142944,0.09421467781066895,0.07165300846099854,0
"I think that Becky should talk to Jim about the whole thing. If he is as good of a friend as she thinks he is then he should understand. Plus it sounds like Mark likes to give second chances. If Jom confesses or pays for them I think that Mark will be undrstanding.
I think that Becky should talk to Jim about the whole thing. If he is as good of a friend as she thinks he is then he should understand. Plus it sounds like Mark likes to give second chances. If Jom confesses or pays for them I think that Mark will be undrstanding.",1.39562491,-0.764225588,RLPS1,Becky,training,250,106,0.8039610981941223,0.09598004817962646,0.06774145364761353,1
"Becky should report what happened the night when her and Jim were at the pizza place alone. By not telling Mark, she is putting her own job at risk. By telling Mark, he can be the one to confront Jim and Becky doesn't have to say anything directly to Jim.It is Mark's job to handle his employees.
Becky should report what happened the night when her and Jim were at the pizza place alone. By not telling Mark, she is putting her own job at risk. By telling Mark, he can be the one to confront Jim and Becky doesn't have to say anything directly to Jim.It is Mark's job to handle his employees.",-0.123122956,-1.023052843,RLPS1,Becky,training,71,120,0.8102930188179016,0.11473631858825684,0.0631721019744873,0
"If I was Becky I would submit an anonymous letter to the pizzeria. I would say in the note that there was some stock items missing that were not made up for through the profit of the pizzeria. That way no one knows it was Becky who told on Jim. And if Jimlooses his job he would have to find another and still pay the rent.
If I was Becky I would submit an anonymous letter to the pizzeria. I would say in the note that there was some stock items missing that were not made up for through the profit of the pizzeria. That way no one knows it was Becky who told on Jim. And if Jimlooses his job he would have to find another and still pay the rent.",-0.123122956,0.460172229,RLPS1,Becky,training,316,132,0.8151998519897461,0.10265082120895386,0.06659156084060669,1
"There are several options to this problem. First, I would tell Becky to find a different job.  If this was not possible, I would try to get Jim caught in the act if at all possible.  Nobody likes a tattle-tale, but if he was caught red-handed it would be  must for him to find a different job.  If he was not caught, stipulations that Becky was the one stealing might appear because she has a record of it.
There are several options to this problem. First, I would tell Becky to find a different job.  If this was not possible, I would try to get Jim caught in the act if at all possible.  Nobody likes a tattle-tale, but if he was caught red-handed it would be  must for him to find a different job.  If he was not caught, stipulations that Becky was the one stealing might appear because she has a record of it.",-0.353709927,0.718999483,RLPS1,Becky,training,64,160,0.8107340335845947,0.09938985109329224,0.06555593013763428,1
"well the thing that becky needs to first think about is the consequences that will happen if mark finds out what jim is doing and that becky did not stop him or tell mark.  She also needs to think of if her job or friendship is more important and what shereally wants to do before she takes action.  what becky could do is to confront Jim first before going to mark and tell jim that his behavior is wrong and he should stop then if jim does not listen she would then need to go to mark and be honest especiall for everything mark has given her.
well the thing that becky needs to first think about is the consequences that will happen if mark finds out what jim is doing and that becky did not stop him or tell mark.  She also needs to think of if her job or friendship is more important and what shereally wants to do before she takes action.  what becky could do is to confront Jim first before going to mark and tell jim that his behavior is wrong and he should stop then if jim does not listen she would then need to go to mark and be honest especiall for everything mark has given her.",-0.353709927,-0.484258882,RLPS1,Becky,training,337,214,0.8010293841362,0.08699160814285278,0.07610386610031128,0
"Becky probably doesn't want to just confront Jim about how his stealing at work is bothering her.  It actually probably only really bothers her becuase she doesn't want him to get caught and get fired becuase then he wouldn't be able to pay the other partof the rent.  What she should do is convince jim that she over heard Mark talking on the phone to the store manager about how they are about to install small security cameras in the ceiling so they're completely unnoticable becuase Mark has noticed a shor in supplies.  By doing this, Becky will hopefully scare Jim into not stealing from the pizzaria anymore without getting on his bad side.
Becky probably doesn't want to just confront Jim about how his stealing at work is bothering her.  It actually probably only really bothers her becuase she doesn't want him to get caught and get fired becuase then he wouldn't be able to pay the other partof the rent.  What she should do is convince jim that she over heard Mark talking on the phone to the store manager about how they are about to install small security cameras in the ceiling so they're completely unnoticable becuase Mark has noticed a shor in supplies.  By doing this, Becky will hopefully scare Jim into not stealing from the pizzaria anymore without getting on his bad side.",-0.123122956,2.090207195,RLPS1,Becky,training,350,236,0.8346579074859619,0.08235776424407959,0.06490224599838257,3
"I believe that Becky needs to worry about herself first and foremost. If Becky's manager finds out that she knew all along about Jeff and did not say or do anything, she could be in trouble as well, and she already has a mark on her record, and her boss s trusting her to be more responsible. She needs to prove that she has changed and is a better person. Since Becky is so worried about Jeff making his rent, I think that first, Becky should tell Jeff what he's doing is wrong. She should warn him that if h does not change she will tell their boss, Mark about everything. Another option Becky should use is helping Jeff to find another job so he can still pay his rent, and persuade him that the right thing to do is to fess up to their boss. If their boss doesnot accept Jeff's honesty and apology, he may be fired, so he should have another job lined up. Becky should tell Mark she knew about Jeff's actions and is the one that persuaded him to come forward. If Becky does not do anything to stop this, the busines, as well as her job could be in jeopardy.
I believe that Becky needs to worry about herself first and foremost. If Becky's manager finds out that she knew all along about Jeff and did not say or do anything, she could be in trouble as well, and she already has a mark on her record, and her boss s trusting her to be more responsible. She needs to prove that she has changed and is a better person. Since Becky is so worried about Jeff making his rent, I think that first, Becky should tell Jeff what he's doing is wrong. She should warn him that if h does not change she will tell their boss, Mark about everything. Another option Becky should use is helping Jeff to find another job so he can still pay his rent, and persuade him that the right thing to do is to fess up to their boss. If their boss doesnot accept Jeff's honesty and apology, he may be fired, so he should have another job lined up. Becky should tell Mark she knew about Jeff's actions and is the one that persuaded him to come forward. If Becky does not do anything to stop this, the busines, as well as her job could be in jeopardy.",1.165037939,0.460172229,RLPS1,Becky,training,346,420,0.809217631816864,0.07402944564819336,0.05818599462509155,1
"I think Becky should bring up the problem with Jim before she talks to the boss about it. She could tell Jim that she is not happy with some of the work qualities he has been performing, and that she does not think it is right that he is stealing from hisplace of employment. She should make it very clear to Jim that if the problem continues to happen, she will have to turn him in because that is the ethical thing to do. For the roommate situation, I think she should try and get a new roommate, because shecannot trust him. If he steals for the place of employment, he would probably steal from his roommate as well.
I think Becky should bring up the problem with Jim before she talks to the boss about it. She could tell Jim that she is not happy with some of the work qualities he has been performing, and that she does not think it is right that he is stealing from hisplace of employment. She should make it very clear to Jim that if the problem continues to happen, she will have to turn him in because that is the ethical thing to do. For the roommate situation, I think she should try and get a new roommate, because shecannot trust him. If he steals for the place of employment, he would probably steal from his roommate as well.",2.683785805,0.606982123,RLPS1,Becky,training,122,238,0.8061665892601013,0.0890703797340393,0.07270961999893188,1
"Becky should talk to mark and inform him about her Jim's behavior at work. She should suggest that Jim pay for the ten pizza's  that he keep his nose clean and do his work. Otherwise his job will be in danger. Even though Becky is friends with Jim, and sh needs him there to pay for his share of the place, she has an obligation to her work to report stealing and laziness in other employees.  In turn the company will profit more and she may see some of that by receiving a raise or gratitude from the owner Mrk.
Becky should talk to mark and inform him about her Jim's behavior at work. She should suggest that Jim pay for the ten pizza's  that he keep his nose clean and do his work. Otherwise his job will be in danger. Even though Becky is friends with Jim, and sh needs him there to pay for his share of the place, she has an obligation to her work to report stealing and laziness in other employees.  In turn the company will profit more and she may see some of that by receiving a raise or gratitude from the owner Mrk.",1.39562491,-0.078621733,RLPS1,Becky,training,257,204,0.8098832964897156,0.0622483491897583,0.05786770582199097,0
"Becky should talk to Jim about his behavior, how it could hurt him, and reflects on her.
Becky should talk to Jim about his behavior, how it could hurt him, and reflects on her.",-1.641870822,-1.428689993,RLPS1,Becky,training,177,34,0.7766841053962708,0.10424649715423584,0.08469665050506592,0
"Becky should first talk to Jim and tell him that she knows what he's been taking food from work without paying and give him the opportunity to tell Mark what he did and pay for the pizzas.  If he refuses to tell Mark, Becky should inform him that she is ging to talk to Mark.  If Jim is supposedly a good friend of Becky's and sees that she is upset by his behavior, he will confess to Mark and make ammends.  But if he decides not to confess, and be a jerk to Becky, then she should realize that he's not a god friend and not worth the worry he has caused her.
Becky should first talk to Jim and tell him that she knows what he's been taking food from work without paying and give him the opportunity to tell Mark what he did and pay for the pizzas.  If he refuses to tell Mark, Becky should inform him that she is ging to talk to Mark.  If Jim is supposedly a good friend of Becky's and sees that she is upset by his behavior, he will confess to Mark and make ammends.  But if he decides not to confess, and be a jerk to Becky, then she should realize that he's not a god friend and not worth the worry he has caused her.",-0.584296898,-0.078621733,RLPS1,Becky,training,93,232,0.7951112985610962,0.06082183122634888,0.06109088659286499,1
"I think a solution for Becky's problem is to talk to Jm about the problem.  It is wrong for Jim to steal pizza and treat customers rudely, Becky just needs to confront Jim about it.  Then Becky can keep Jim as a friend, Jim will still be employed, and shewon't be held responsible at her job.
I think a solution for Becky's problem is to talk to Jm about the problem.  It is wrong for Jim to steal pizza and treat customers rudely, Becky just needs to confront Jim about it.  Then Becky can keep Jim as a friend, Jim will still be employed, and shewon't be held responsible at her job.",-0.123122956,-1.281880098,RLPS1,Becky,training,85,116,0.802697479724884,0.06530088186264038,0.060622215270996094,0
"I would tell Jim not to do that anymore, and tell him that the manager is putting in cameras bcuase he thought he saw someone stealing from the store. I would try and scare Jim into not doing that anymore. I would also say that if he keeps doing this and ets caught, he will be fired and forced to move out.
I would tell Jim not to do that anymore, and tell him that the manager is putting in cameras bcuase he thought he saw someone stealing from the store. I would try and scare Jim into not doing that anymore. I would also say that if he keeps doing this and ets caught, he will be fired and forced to move out.",-0.123122956,0.99896619,RLPS1,Becky,training,232,124,0.8031256198883057,0.09676295518875122,0.06651711463928223,1
"Becky needs to find a new roommate!

This is a tough situation. Unfortunatly becky needs to own-up and be a committed and faithful employee. If she choses to do nothing she will likely lose her job. If this is a small buiness, then the missing stock proobly has not gone unnoticed. She needs to speak to her manager directly! From what it soulnds like is the manager in uderstanding and compassionate. Together they could work out a plan to catch the theiving emplyee, Jim, red handed. This would allow Beckyto remain anonymous, and would also let the employer know what is going on. A secondary outcome that this would produce is repore with the manager. Having trust in the people that you employ would be a great feeling for the manager, and would build their elationship at thie establishment in a positive way.
Becky needs to find a new roommate!

This is a tough situation. Unfortunatly becky needs to own-up and be a committed and faithful employee. If she choses to do nothing she will likely lose her job. If this is a small buiness, then the missing stock proobly has not gone unnoticed. She needs to speak to her manager directly! From what it soulnds like is the manager in uderstanding and compassionate. Together they could work out a plan to catch the theiving emplyee, Jim, red handed. This would allow Beckyto remain anonymous, and would also let the employer know what is going on. A secondary outcome that this would produce is repore with the manager. Having trust in the people that you employ would be a great feeling for the manager, and would build their elationship at thie establishment in a positive way.",1.165037939,0.327015416,RLPS1,Becky,training,204,288,0.8273646235466003,0.08928275108337402,0.0696566104888916,2
"Becky needs to have a talk with Jim first and tell him that if he does it again she is going to have to tell on him. If Jim proceeds to do it again Becky needs to tell her boss. And probably find a new roommate.
Becky needs to have a talk with Jim first and tell him that if he does it again she is going to have to tell on him. If Jim proceeds to do it again Becky needs to tell her boss. And probably find a new roommate.",-0.353709927,0.313362334,RLPS1,Becky,training,313,92,0.77143394947052,0.11431342363357544,0.06393790245056152,1
"Talk to Jim and the manager to set up a meeting to see what they can do about Jims behavior at work, maybe Jim wants something, like a pay raise, or benefits.  Becky needs to tell Jim to stop acting like this or he will have to move out of their house/apatment and Becky will find a new roomate, because if he doesnt stop he will be fired and will not be able to afford rent.
Talk to Jim and the manager to set up a meeting to see what they can do about Jims behavior at work, maybe Jim wants something, like a pay raise, or benefits.  Becky needs to tell Jim to stop acting like this or he will have to move out of their house/apatment and Becky will find a new roomate, because if he doesnt stop he will be fired and will not be able to afford rent.",-0.584296898,0.460172229,RLPS1,Becky,training,9,154,0.8033432960510254,0.0899423360824585,0.06524455547332764,1
"I think a good way for Becky to tell her boss about whats going on without letting her friend know it was her that told on him, is to tell the manger to check the security tapes. That way when the boss knows what happened and confronts Jim with the proble he can say that the he checks security tapes and that no one told him about what happened he figured out by himself.
I think a good way for Becky to tell her boss about whats going on without letting her friend know it was her that told on him, is to tell the manger to check the security tapes. That way when the boss knows what happened and confronts Jim with the proble he can say that the he checks security tapes and that no one told him about what happened he figured out by himself.",-1.641870822,0.460172229,RLPS1,Becky,training,191,148,0.8065571188926697,0.10572564601898193,0.0675320029258728,1
