ID,Story,FacScoresQ,FacScoresO,Dataset,ProblemID,set,ID.1,wordcount,peerDSI,promptDSI,DSI,QwenDSI,bgeDSI,wordQwenDSI,wordbgeDSI,promptCosDis,peerCosDis
11,"Becky should confront Jim first, asking him why he took the pizzas. After the discussion, she should suggest that Jim tell the manager what he did and pay for the pizzas. If Jim refuses to tell the manager, Becky should then notify the manager of Jim's acions.",-0.353709927,-0.225431627,RLPS1,Becky,training,147,48,0.8190317153930660,0.819759726524353,0.7995001077651980,0.2914316952228550,0.26983407139778100,0.2849762439727780,0.38234129548072800,0.2465040683746340,0.2654660940170290
12,"talk to jim directly about the problem instead of involving the manager that way jim wont lose his job, and becky wont have to go behind jims back causing problems in the friendship.  if becky just explains the position he has put her in hopefully he willtry and fix his behavior problems.",0.107464015,-0.743086137,RLPS1,Becky,training,272,52,0.8258209824562070,0.8295935392379760,0.8229914307594300,0.38025546073913600,0.334744930267334,0.2576906681060790,0.3826781213283540,0.28433680534362800,0.2904943525791170
13,"Becky should talk to Jim about what he is doing and tell him it is unacceptable. If Jim doesn't stop, then she should talk to Mark about it. Let Mark decide the final action.",-1.872457793,-0.484258882,RLPS1,Becky,training,242,35,0.8160083293914800,0.8257057070732120,0.7960606217384340,0.4085831344127660,0.36446937918663000,0.26352059841156000,0.3856438398361210,0.3001595735549930,0.25695163011550900
14,"Becky should first confront mark and let him know that she knows what's been going on. she should tell him it's wrong to steal and that he should stop. If he does not stop stealing, Becky should tell the manager and then the matter will deal with the issu.",-1.872457793,-0.484258882,RLPS1,Becky,training,298,51,0.8156554698944090,0.8242352604866030,0.8010551929473880,0.3924071788787840,0.3059343993663790,0.2639136016368870,0.3718387484550480,0.3391144275665280,0.32765355706214900
15,"Becky should tell Mark about Jim. Mark has given Becky the benefit of the doubt by giving her a job and working around her schedule. Jim is disrespecting Mark by making pizza's and taking them home. That is stealing from the company. Even though Jim is Beky's roomate, Becky should inform Mark of the current situation.",0.107464015,-0.743086137,RLPS1,Becky,training,203,58,0.8270389437675480,0.8257861733436580,0.8218004703521730,0.44780951738357500,0.4459920823574070,0.28573477268219000,0.3845546543598180,0.24086809158325200,0.24381069839000700
16,"becky should tell the manager the truth, if jim is unable to find another job then becky should find a new roommate. sooner or later the manager will suspect becky since she has had record of shoplifting in the past.",-0.123122956,0.313362334,RLPS1,Becky,training,59,40,0.823615550994873,0.822555661201477,0.8103273510932920,0.37390029430389400,0.36757898330688500,0.2613811790943150,0.3865370452404020,0.2893108129501340,0.2881415784358980
17,"Morally the right thing for Becky to do would be to tell her boss. However, to be a good friend would to be not to tell on Jim. The only creative solution to this problem would to be to try and talk to Jim one on one. Give Jim the decision of whether or nt he wants Becky to inform their boss of what he has been doing. As a friend he should understand where Becky is coming from and want to take the strain off her.",-0.123122956,-1.023052843,RLPS1,Becky,training,327,87,0.814124345779419,0.8210368156433110,0.7997297644615170,0.43441063165664700,0.41030019521713300,0.2460416704416280,0.35973912477493300,0.3701316714286800,0.322248637676239
18,Becky could pay for the pizzas herself - or at least half of them. That would help take some of the guilt away. She could also spend some of her free time trying to find a new job for Jim - one that he would like more. She could also just move to Italy an start a new life.,-0.353709927,2.34903445,RLPS1,Becky,training,230,57,0.8231663107872010,0.8222684860229490,0.7905566096305850,0.5921347737312320,0.47067585587501500,0.260497510433197,0.38685259222984300,0.37794196605682400,0.3846533000469210
19,"Becky needs to talk to Jim and discuss his problems at work. While emphasizing how she doesn't want to, she will tell Mark about Jim's work-related problems if Jim does not cease. If Jim ignores her and continues, Becky should put an ad in the newspaper loking for a roommate because she will have to tell Mark about Jim's issues, otherwise it may look like she is the one that is stealing.",1.165037939,0.460172229,RLPS1,Becky,training,123,76,0.8185327053070070,0.8207954168319700,0.8127906322479250,0.32403919100761400,0.3185701072216030,0.273808091878891,0.39185047149658200,0.3037067651748660,0.27091866731643700
20,Becky should trap JIm with his rudeness in front of their boss. This way she 's not pointing blame and Mark see's it with his own eyes.,-1.411283851,1.11098355,RLPS1,Becky,training,140,28,0.8241943120956420,0.8291581273078920,0.8045865893363950,0.5920656323432920,0.572043776512146,0.26997581124305700,0.3782227635383610,0.34394335746765100,0.29867619276046800
21,"I would advise Becky to write an anonymous letter to Mark regarding Jim's behavior. In doing so, Mark will not have proof of all the accusations, but will have the heads up to watch him closely and give him a warning about the threat to his job. This willhopefully allow Jim to see the seriousness of it yet not lose his job so Becky gets the benefit.",1.39562491,0.460172229,RLPS1,Becky,training,98,68,0.8191435933113100,0.8247259855270390,0.80852210521698,0.4245905876159670,0.40310367941856400,0.26466578245163000,0.3855598270893100,0.2745842933654790,0.2776651978492740
22,Becky is very lucky to be able to be working for Mark because her past history of shoplifting. The right thing for her to do would be to talk to Mark. He is going to find out that the pizzas were stolen when he sees that there is no money made with lots o ingreidents gone. Mark may assume it was Becky because of her past. So she should talk to Mark and tell him what is going on.,0.107464015,-0.743086137,RLPS1,Becky,training,5,79,0.8172333240509030,0.8198821544647220,0.8061719536781310,0.4878395199775700,0.43957972526550300,0.24915996193885800,0.37385281920433000,0.33898377418518100,0.35500502586364700
23,Becky should talk to jim privately and try to convince him that he should change his work attitude.  She should explain that him losing his job would affect both of them as they would not be able to afford their monthly rent if he lost his job.,0.107464015,-0.743086137,RLPS1,Becky,training,254,47,0.8094481825828550,0.8138443827629090,0.7842516303062440,0.5195212364196780,0.41035014390945400,0.2579367756843570,0.36347246170043900,0.30928903818130500,0.2867608964443210
24,If I were Becky I would write a not to Mark explaining the problems with Jim. In the letter I would state the fact that I do not want Jim to know that I was writing the letter. Then I would leave the letter on Mark's desk and let him handle the problem.,-1.411283851,0.460172229,RLPS1,Becky,training,80,54,0.8169804215431210,0.8238109946250920,0.7903624773025510,0.4378395974636080,0.3806684911251070,0.24539726972580000,0.36890411376953100,0.4854360818862920,0.3665342628955840
25,"Becky should first discuss this with Jim, and tell him that he needs to either pay for the pizzas or he needs to go to the boss, and admit what he has done.  He will get caught in the end because eventually the ingredients will be missed.  The boss may unerstand, and perhaps will allow him to work off the pizzas somehow.  Maybe he could help out cleaning up around the restaurant.  If Jim will not tell his boss Becky should tell him.  She wouldn't necessarily have to come right out and tell on her coworker she could come up with a way for the boss to catch him at it.  If he does it once Jim will more than likely do it again.  She could tell the boss to check on the inventory.  She could have other people who might have been at the party come tell her boss bout it.  If all of that fails, she should just tell Mark about Jim stealing the pizzas.",0.934450968,2.34903445,RLPS1,Becky,training,189,168,0.8213964700698850,0.8266238570213320,0.8158644437789920,0.4950845539569860,0.41952845454216000,0.2652050256729130,0.3739902973175050,0.19936656951904300,0.3132175803184510
26,I would tell Jim to stop stealing from the company because if he gets caught then we would be out rent money. if the behavior didnt stop then i would go to mark and explain the situation with him and see if having a conversation with Jim would curve the bhavior. if not i would start looking for  a new roommate with whom i didnt work with.,0.934450968,0.460172229,RLPS1,Becky,training,112,67,0.8231157660484310,0.8287843465805050,0.814712643623352,0.4472486078739170,0.35295072197914100,0.2558613121509550,0.3692161738872530,0.22785401344299300,0.340222030878067
27,Becky should talk to Jim and tell him how she feels about the situation. If Jim continues to steal then I think Becky has no other choice other than to tell Mark,-0.353709927,-0.484258882,RLPS1,Becky,training,290,32,0.8138560652732850,0.8192348480224610,0.7981215715408330,0.2917945384979250,0.25310075283050500,0.25120943784713700,0.3771577775478360,0.33354103565216100,0.2686956524848940
28,I think that Becky should talk to Jim about the whole thing. If he is as good of a friend as she thinks he is then he should understand. Plus it sounds like Mark likes to give second chances. If Jom confesses or pays for them I think that Mark will be undrstanding.,1.39562491,-0.764225588,RLPS1,Becky,training,250,53,0.821111261844635,0.8273020386695860,0.8075185418128970,0.5693948864936830,0.471719890832901,0.25042322278022800,0.3819790780544280,0.4210507869720460,0.315681517124176
29,"Becky should report what happened the night when her and Jim were at the pizza place alone. By not telling Mark, she is putting her own job at risk. By telling Mark, he can be the one to confront Jim and Becky doesn't have to say anything directly to Jim.It is Mark's job to handle his employees.",-0.123122956,-1.023052843,RLPS1,Becky,training,71,60,0.8196732997894290,0.8213996887207030,0.8137558102607730,0.4077920615673070,0.37540027499198900,0.26938343048095700,0.3861886262893680,0.309756338596344,0.2939746379852300
30,If I was Becky I would submit an anonymous letter to the pizzeria. I would say in the note that there was some stock items missing that were not made up for through the profit of the pizzeria. That way no one knows it was Becky who told on Jim. And if Jimlooses his job he would have to find another and still pay the rent.,-0.123122956,0.460172229,RLPS1,Becky,training,316,66,0.8294123411178590,0.8315508961677550,0.81805020570755,0.6108879446983340,0.509524405002594,0.25102874636650100,0.3758596181869510,0.3470423221588140,0.377284437417984
31,"There are several options to this problem. First, I would tell Becky to find a different job.  If this was not possible, I would try to get Jim caught in the act if at all possible.  Nobody likes a tattle-tale, but if he was caught red-handed it would be  must for him to find a different job.  If he was not caught, stipulations that Becky was the one stealing might appear because she has a record of it.",-0.353709927,0.718999483,RLPS1,Becky,training,64,80,0.8246950507164000,0.830530047416687,0.8131325840950010,0.5622442960739140,0.4603518545627590,0.25794124603271500,0.3768223226070400,0.2691957950592040,0.30883458256721500
32,well the thing that becky needs to first think about is the consequences that will happen if mark finds out what jim is doing and that becky did not stop him or tell mark.  She also needs to think of if her job or friendship is more important and what shereally wants to do before she takes action.  what becky could do is to confront Jim first before going to mark and tell jim that his behavior is wrong and he should stop then if jim does not listen she would then need to go to mark and be honest especiall for everything mark has given her.,-0.353709927,-0.484258882,RLPS1,Becky,training,337,107,0.8160192370414730,0.8248964548110960,0.8028922080993650,0.41733670234680200,0.32883042097091700,0.24706760048866300,0.3693517744541170,0.3779863119125370,0.31194135546684300
33,"Becky probably doesn't want to just confront Jim about how his stealing at work is bothering her.  It actually probably only really bothers her becuase she doesn't want him to get caught and get fired becuase then he wouldn't be able to pay the other partof the rent.  What she should do is convince jim that she over heard Mark talking on the phone to the store manager about how they are about to install small security cameras in the ceiling so they're completely unnoticable becuase Mark has noticed a shor in supplies.  By doing this, Becky will hopefully scare Jim into not stealing from the pizzaria anymore without getting on his bad side.",-0.123122956,2.090207195,RLPS1,Becky,training,350,118,0.8334430456161500,0.8381669521331790,0.8363074660301210,0.3926832377910610,0.36827361583709700,0.2758842408657070,0.39496055245399500,0.2310096025466920,0.278935045003891
34,"I believe that Becky needs to worry about herself first and foremost. If Becky's manager finds out that she knew all along about Jeff and did not say or do anything, she could be in trouble as well, and she already has a mark on her record, and her boss s trusting her to be more responsible. She needs to prove that she has changed and is a better person. Since Becky is so worried about Jeff making his rent, I think that first, Becky should tell Jeff what he's doing is wrong. She should warn him that if h does not change she will tell their boss, Mark about everything. Another option Becky should use is helping Jeff to find another job so he can still pay his rent, and persuade him that the right thing to do is to fess up to their boss. If their boss doesnot accept Jeff's honesty and apology, he may be fired, so he should have another job lined up. Becky should tell Mark she knew about Jeff's actions and is the one that persuaded him to come forward. If Becky does not do anything to stop this, the busines, as well as her job could be in jeopardy.",1.165037939,0.460172229,RLPS1,Becky,training,346,210,0.8167485594749450,0.821610689163208,0.8101696968078610,0.4199725389480590,0.37488147616386400,0.26181158423423800,0.3818196952342990,0.3449409008026120,0.34736454486846900
35,"I think Becky should bring up the problem with Jim before she talks to the boss about it. She could tell Jim that she is not happy with some of the work qualities he has been performing, and that she does not think it is right that he is stealing from hisplace of employment. She should make it very clear to Jim that if the problem continues to happen, she will have to turn him in because that is the ethical thing to do. For the roommate situation, I think she should try and get a new roommate, because shecannot trust him. If he steals for the place of employment, he would probably steal from his roommate as well.",2.683785805,0.606982123,RLPS1,Becky,training,122,119,0.8156686425209050,0.8215402960777280,0.8078117966651920,0.4560691714286800,0.4110444188117980,0.24846339225769000,0.37422674894332900,0.29908400774002100,0.338065505027771
36,"Becky should talk to mark and inform him about her Jim's behavior at work. She should suggest that Jim pay for the ten pizza's  that he keep his nose clean and do his work. Otherwise his job will be in danger. Even though Becky is friends with Jim, and sh needs him there to pay for his share of the place, she has an obligation to her work to report stealing and laziness in other employees.  In turn the company will profit more and she may see some of that by receiving a raise or gratitude from the owner Mrk.",1.39562491,-0.078621733,RLPS1,Becky,training,257,102,0.8179699778556820,0.8184622526168820,0.8118208646774290,0.5148054361343380,0.4306245744228360,0.2595292031764980,0.37860628962516800,0.18744421005249000,0.2637162208557130
37,"Becky should talk to Jim about his behavior, how it could hurt him, and reflects on her.",-1.641870822,-1.428689993,RLPS1,Becky,training,177,17,0.8145591020584110,0.8215916752815250,0.7884520292282100,0.0,0.0,0.28082355856895400,0.38147345185279800,0.3506273031234740,0.26697203516960100
38,"Becky should first talk to Jim and tell him that she knows what he's been taking food from work without paying and give him the opportunity to tell Mark what he did and pay for the pizzas.  If he refuses to tell Mark, Becky should inform him that she is ging to talk to Mark.  If Jim is supposedly a good friend of Becky's and sees that she is upset by his behavior, he will confess to Mark and make ammends.  But if he decides not to confess, and be a jerk to Becky, then she should realize that he's not a god friend and not worth the worry he has caused her.",-0.584296898,-0.078621733,RLPS1,Becky,training,93,116,0.8129733204841610,0.8167412281036380,0.796774685382843,0.3284585177898410,0.30302736163139300,0.2645140588283540,0.37177035212516800,0.25340723991394000,0.2707180678844450
39,"I think a solution for Becky's problem is to talk to Jm about the problem.  It is wrong for Jim to steal pizza and treat customers rudely, Becky just needs to confront Jim about it.  Then Becky can keep Jim as a friend, Jim will still be employed, and shewon't be held responsible at her job.",-0.123122956,-1.281880098,RLPS1,Becky,training,85,58,0.8169125318527220,0.8180168867111210,0.8060144186019900,0.2981785237789150,0.3781709671020510,0.2830468714237210,0.3884117901325230,0.19262850284576400,0.2748855650424960
40,"I would tell Jim not to do that anymore, and tell him that the manager is putting in cameras bcuase he thought he saw someone stealing from the store. I would try and scare Jim into not doing that anymore. I would also say that if he keeps doing this and ets caught, he will be fired and forced to move out.",-0.123122956,0.99896619,RLPS1,Becky,training,232,62,0.8193534016609190,0.8269196152687070,0.80623859167099,0.41747531294822700,0.3373987674713140,0.2513493299484250,0.37996646761894200,0.2793036103248600,0.3966546356678010
41,"Becky needs to find a new roommate!

This is a tough situation. Unfortunatly becky needs to own-up and be a committed and faithful employee. If she choses to do nothing she will likely lose her job. If this is a small buiness, then the missing stock proobly has not gone unnoticed. She needs to speak to her manager directly! From what it soulnds like is the manager in uderstanding and compassionate. Together they could work out a plan to catch the theiving emplyee, Jim, red handed. This would allow Beckyto remain anonymous, and would also let the employer know what is going on. A secondary outcome that this would produce is repore with the manager. Having trust in the people that you employ would be a great feeling for the manager, and would build their elationship at thie establishment in a positive way.",1.165037939,0.327015416,RLPS1,Becky,training,204,144,0.830674946308136,0.8351737856864930,0.828637421131134,0.5450252294540410,0.4588843882083890,0.2706352770328520,0.38247916102409400,0.2968024015426640,0.33536770939827000
42,Becky needs to have a talk with Jim first and tell him that if he does it again she is going to have to tell on him. If Jim proceeds to do it again Becky needs to tell her boss. And probably find a new roommate.,-0.353709927,0.313362334,RLPS1,Becky,training,313,46,0.803341805934906,0.8085131645202640,0.7756726145744320,0.45305967330932600,0.3516099750995640,0.25560322403907800,0.3591105043888090,0.32496899366378800,0.25940680503845200
43,"Talk to Jim and the manager to set up a meeting to see what they can do about Jims behavior at work, maybe Jim wants something, like a pay raise, or benefits.  Becky needs to tell Jim to stop acting like this or he will have to move out of their house/apatment and Becky will find a new roomate, because if he doesnt stop he will be fired and will not be able to afford rent.",-0.584296898,0.460172229,RLPS1,Becky,training,9,77,0.8173373341560360,0.8210931420326230,0.8058381676673890,0.329850435256958,0.22302567958831800,0.25721320509910600,0.3765558898448940,0.2367774248123170,0.28126466274261500
44,"I think a good way for Becky to tell her boss about whats going on without letting her friend know it was her that told on him, is to tell the manger to check the security tapes. That way when the boss knows what happened and confronts Jim with the proble he can say that the he checks security tapes and that no one told him about what happened he figured out by himself.",-1.641870822,0.460172229,RLPS1,Becky,training,191,74,0.8226910829544070,0.8301129341125490,0.8091928958892820,0.4337734580039980,0.197429358959198,0.25336509943008400,0.38371747732162500,0.420610249042511,0.34856072068214400
45,"I believe that Becky needs to first confront Jim about the problem, telling him that if he doesn't say anything to Mark, that she will.  But also explain to Jim that it is because it is the right thing to do. Not because she wants to rat him out.",-1.872457793,-0.337448988,RLPS1,Becky,training,143,50,0.8050929307937620,0.8132877945899960,0.7759511470794680,0.5235139727592470,0.4654305875301360,0.2470354288816450,0.37567541003227200,0.37618422508239700,0.2833845615386960
46,"The first thing I would do is talk to Jim and explain what a bad situation his actions are putting her in.  If he still doesn't stop she should tell, if for no other reason than to cover her butt.  She is worried that Jim may get fired and not be able to ay his part of the rent, but if the boss thinks she is involved then she will get fired too.  Since she had such a hard time getting a job and this person has been so kind to her, she wouldn't want him to think that she was ungrateful or that she was steaing.  If Jim did get fired or didn't want to be her friend, it would be easier for her to find a roommate to take over for him, than it would be for her to find a new job and move out of her place.  She would then be forced to breark a lease which would b more money that she didn't have if she lost her job.",0.703863997,-0.078621733,RLPS1,Becky,training,44,178,0.8191697597503660,0.8251907825469970,0.8110014796257020,0.44863712787628200,0.3837932050228120,0.2427283674478530,0.36633649468421900,0.29894745349884000,0.36107882857322700
47,Becky can talk to Jim about how he is feeling. If Jime does not feel like he did anything wrong and steals again then Becky can tell the manager.,-0.353709927,-0.484258882,RLPS1,Becky,training,16,29,0.8197028636932370,0.8227719068527220,0.8047458529472350,0.2644498944282530,0.2767207622528080,0.26713693141937300,0.39361482858657800,0.30903881788253800,0.2837860882282260
48,"One suggestion for Becky would be confronting Jim about her problem and concern before talking to Mark.  If Jim's behavior is effecting the way she can do her job she should tell him.  Also, with him being a good friend and her roomate she may want to tel him that she does not approve of his work ethic in a concerned friend way.  Jim needs to know that him stealing pizza is making her uncomfortable.  Maybe by expressing her concern to Jim it would get him to stop.  If Jim were to have a problem with her cncern, then maybe he would need to find another job.  It may not be healthy for them to be roomates and work together.  Becky should also let Jim know that him stealing pizza could also cost her the job also.  Having one roomate out of work for a brief peiod of time would be better than both of them losing their jobs.  If Jim continues with his behavior Becky should then tell Mark.",0.934450968,0.348154868,RLPS1,Becky,training,300,171,0.8158470392227170,0.8203880190849300,0.8072001934051510,0.4358628988265990,0.3462919592857360,0.2722340226173400,0.37418368458747900,0.17687857151031500,0.25426140427589400
49,Becky should first confront Mark in person and let him know that what he did was wrong.  If Mark then proceeds to repeating his negative actions then Becky should let her boss know of the issues that she is concerned with including her roommate not havinga job and not being able to make rent.  If Mark fails to listen then Becky should try to find a new roommate and maybe her boss will employ Mark until she does so.,0.934450968,0.460172229,RLPS1,Becky,training,217,79,0.8161934614181520,0.8202230930328370,0.8036384582519530,0.1960512399673460,0.2504284977912900,0.26985105872154200,0.3766975998878480,0.34649771451950100,0.33165818452835100
50,"Becky should confront Jim about his misbehavior and give him warning. If his actions do not stop, she should start looking for a new room mate. After finding a new room mate, Becky should tell Mark about what Jim has been doing and how he has been acting owards customers.",-0.584296898,0.460172229,RLPS1,Becky,training,91,50,0.8209205269813540,0.8237724900245670,0.8085176348686220,0.367125004529953,0.3216486871242520,0.2817344069480900,0.3876040279865270,0.2692064642906190,0.2462436407804490
51,"I think Becky should tell Mark that Jim is stealing all those pizzas, but she should explain her situation about the rent to see if there would be a way to punish Jim without firing him. Especially due to their situation, but if Mark chooses to fire him,  think Becky should ask some of her other friends to move in with because she wont be able to pay for the whole rent by her self.",1.165037939,0.460172229,RLPS1,Becky,training,329,75,0.8180201053619390,0.8208559155464170,0.8090066313743590,0.19649136066436800,0.23582369089126600,0.26472511887550400,0.3782030940055850,0.2496626377105710,0.28070488572120700
52,"Becky should confront him about it. If it continues to happen, then she should talk to the boss because if he caught him, they could both lose their jobs if she didn't do anything about it which makes it worse because then neither of them would have rent oney. Jim would probably have an easier time finding a new job than Becky would since she has a record. Since the boss has been doing her a favor by giving her that job, she needs to do it well and do him a favor when he is being taken advantage of.",-0.584296898,-0.190639093,RLPS1,Becky,training,186,101,0.8160731196403500,0.8201245069503780,0.8053216338157650,0.5101760029792790,0.3793087899684910,0.24966081976890600,0.380084753036499,0.25602293014526400,0.29714617133140600
53,"What i would do is leave a note for the GM about what she has seen. Ask the GM to talk to the thief and give him one chance. If he doesnt listen to his one last chance then she needs to nicely ask him to move out or she needs to find a new place. She coul also talk to him and tell him that she did that when she was younger and it got her in a lot of trouble. She could say that she heard a rumor about what he was doing and the GM has to. Then she wount be suspected about rating him out, but the GM will kno whats going on. The choice is then up to the theif on what to do next",-0.584296898,0.460172229,RLPS1,Becky,training,124,130,0.8179277777671810,0.8236933946609500,0.8073124885559080,0.4707297384738920,0.4201385974884030,0.24568800628185300,0.37124574184417700,0.4691445827484130,0.49614137411117600
54,"I think that Becky although she has made mistakes in her past knows ethically that telling her boss about Jim's behavior is the right thing to do.  She could also try talking to Jim about what she knows, this could stop him from stealing and he could possbly change his ways. However it could also cause a huge conflict.  I personally would talk to Jim first, if his antics continue Becky should do what's right for her employer and the company.",-0.584296898,-0.337448988,RLPS1,Becky,training,301,83,0.8202232122421270,0.8269309997558590,0.8128566741943360,0.50470370054245,0.39689579606056200,0.2665710151195530,0.38249149918556200,0.2639034390449520,0.28583016991615300
55,"Becky should explain to her roommate Jim her situation on how she needs this job and how it is so flexible with her schedule. She shouldn't accuse Jim rudely of anything just simply explain the situation and that she doesn't want it to ruin their friendshp or her ending up getting fired for letting employees act inappropriate or steal especially when she is the manager of that shift. 

Or if she wanted she could submit an annonymous email/letter to the pizza place as a customer comlaining about how rudey one of the workers was and just simply say it was a male and then maybe Mark the manager would talk to all of the males that worked there to scare him.",0.934450968,1.5166207,RLPS1,Becky,training,333,124,0.828810453414917,0.8328543305397030,0.8267503976821900,0.4352506101131440,0.3652254045009610,0.2645452320575710,0.37957680225372300,0.2427067756652830,0.3160060942173000
56,"Becky needs to first talk about the situation with her friend Jim before it gets out of hand. If he is not noticed for his bad behavior then he will continue to do it without punishment. Since Becky is in a sticky situation, it would be in her best interet to first talk to Jim about the situation and if he continues to do it then talk to her boss.",-0.353709927,-0.484258882,RLPS1,Becky,training,172,70,0.8151607513427730,0.8203882575035100,0.8021953105926510,0.5028913617134090,0.43885287642478900,0.23119023442268400,0.37320563197135900,0.31534695625305200,0.2938576936721800
